group,names,scores,logfoldchanges,pvals,pvals_adj
0,Mturn,33.758385,0.861873,8.053826012196661e-250,8.480678790843084e-248
0,Eif4a2,33.618557,0.50073284,8.985397860087553e-248,9.373745086486383e-246
0,Anks1b,33.44876,0.6141877,2.6827429691999117e-245,2.790052687967908e-243
0,Rasgef1b,33.435646,0.7534901,4.16107644583852e-245,4.3142040590453776e-243
0,Serinc1,33.386574,0.52170736,2.1475064732545053e-244,2.212916762164642e-242
0,Ccl27a,33.209496,0.80277884,7.852353854458476e-242,7.993743670085584e-240
0,St8sia2,33.142426,0.6893351,7.281542890258736e-241,7.390327386450553e-239
0,Enox1,33.119698,0.6318798,1.5470651056037487e-240,1.5654626365893068e-238
0,Ralgps2,32.97902,0.5666494,1.6238294272953295e-238,1.6236366878974308e-236
0,Gdap1,32.92804,0.75404114,8.726343261681671e-238,8.673830753558276e-236
0,Lingo1,32.870953,0.9363244,5.717588638089892e-237,5.633329437107514e-235
0,Reep1,32.84577,0.70137084,1.308925858593894e-236,1.285876551929442e-234
0,Tanc2,32.817886,0.5701433,3.2726284707198384e-236,3.205653748528363e-234
0,Mkrn1,32.771935,0.69359946,1.4789207668118758e-235,1.4402807560258084e-233
0,Dusp8,32.76245,0.8170435,2.018627548714423e-235,1.9602211493222245e-233
0,Uchl3,32.553154,0.54899293,1.8893171359796743e-232,1.8293801785623882e-230
0,Mex3a,32.53935,0.7103177,2.9621724420779454e-232,2.8518103602359556e-230
0,Nrxn1,32.42377,0.6126605,1.2693137603133061e-230,1.21163729369737e-228
0,Nexmif,32.379906,0.69295084,5.265252300816085e-230,5.011806257861548e-228
0,Socs2,32.232258,0.88065255,6.236768828371961e-228,5.9032068101354386e-226
0,Cnih2,32.195652,0.5952522,2.0303361743992677e-227,1.9003946592377144e-225
0,Chl1,32.15249,0.6610451,8.151960355342985e-227,7.588078898719261e-225
0,Tafa2,32.06478,0.9966305,1.366173992628403e-225,1.2577759250165754e-223
0,Fam241b,32.032,0.93646497,3.9100832999332795e-225,3.590031794946915e-223
0,Atrnl1,31.988148,0.6444944,1.5938241729239736e-224,1.459388568772995e-222
0,Nuak1,31.977303,1.064872,2.255364282632697e-224,2.0539663477727396e-222
0,Dnm3,31.717781,0.67954075,8.835892388720853e-221,7.96080828690743e-219
0,Khdrbs3,31.594378,0.6319504,4.410635636673488e-219,3.952680276950794e-217
0,4921524J17Rik,31.593466,0.6986628,4.539699451599386e-219,4.057552061567452e-217
0,Efnb2,31.517506,0.76395476,5.000986547533309e-218,4.458022293801121e-216
0,Klhdc10,31.405157,0.53083384,1.7205681414395313e-216,1.521686721625891e-214
0,Rac3,31.398827,0.6302791,2.0994140937261576e-216,1.8518810812093353e-214
0,Tagln3,31.311806,0.8513797,3.2232488710767124e-215,2.8210543885662573e-213
0,Bach2,31.304245,0.5952969,4.0852503985159624e-215,3.5662330939998414e-213
0,Gria3,31.242348,0.83968633,2.836163053102848e-214,2.469440574608619e-212
0,Add2,31.237707,0.7891201,3.279164720148512e-214,2.847802433250625e-212
0,Rnf165,31.230206,0.64324325,4.145940257818996e-214,3.591300846464496e-212
0,Kalrn,31.11687,0.56699383,1.4242682803362405e-212,1.2274205620002548e-210
0,Zfp704,31.082827,0.5507669,4.1102549416228125e-212,3.533141594717405e-210
0,Mtss1,30.90205,0.5788231,1.1210360127853883e-209,9.538997345155668e-208
0,B130024G19Rik,30.782192,0.67356825,4.536774114622728e-208,3.8313569064242466e-206
0,Celf5,30.764668,0.74334925,7.784401292331896e-208,6.541226582204877e-206
0,Atp9a,30.762535,0.66202706,8.312431542852683e-208,6.967554558904577e-206
0,Gm35835,30.666494,1.0941044,1.5928867222548735e-206,1.3187693118697841e-204
0,Nova2,30.611044,0.67372274,8.725867385715459e-206,7.206539887967356e-204
0,Nedd4l,30.573086,0.5169371,2.7903738725724487e-205,2.2932789758585664e-203
0,Slco5a1,30.44421,1.0161521,1.4291421395012118e-203,1.1548291015019864e-201
0,Pgap1,30.409319,0.5824391,4.136405296737489e-203,3.326499114054091e-201
0,Sstr2,30.388409,1.1917183,7.815807079788417e-203,6.270510365727393e-201
0,Nmnat2,30.329054,0.7612482,4.746720744821581e-202,3.7901777776660665e-200
0,Sbk1,30.234648,0.5871449,8.304102036447478e-201,6.55304501686497e-199
0,Camk4,30.219276,0.76724166,1.3222454091053687e-200,1.0409902174115538e-198
0,Ppp1r14c,30.088541,0.95304024,6.843115143618434e-199,5.337629812022379e-197
0,Pdxp,30.067234,0.82739407,1.2998345061447264e-198,1.0091986985956844e-196
0,Daam1,30.0436,0.53414834,2.64682659463652e-198,2.0409031792419262e-196
0,Serp2,29.977654,0.63331926,1.9194444187936892e-197,1.4699454349016398e-195
0,Dlgap1,29.957903,0.6090097,3.471523199522882e-197,2.6525271140844223e-195
0,Hecw1,29.941301,0.8800627,5.710781392135187e-197,4.353630990710119e-195
0,Epha3,29.861622,0.66488016,6.202502527597905e-196,4.696618543144697e-194
0,Bmerb1,29.803389,0.6628149,3.530969526264773e-195,2.643989981267062e-193
0,Cyth2,29.802431,0.64473265,3.633263489966245e-195,2.7145553560510553e-193
